director,genres,histogram,imdb_id,length,name,poster_url,themes,tmdb_id,url_name,year
Steven Spielberg,"Thriller,Horror,Adventure","[1764, 5039, 2924, 19045, 16621, 90219, 88573, 205183, 85120, 165176]",tt0073195,124,Jaws,https://a.ltrbxd.com/resized/film-poster/5/1/5/4/2/51542-jaws-0-230-0-345-crop.jpg?v=03299455f6,"Monsters, aliens, sci-fi and the apocalypse,Horror, the undead and monster classics,Dinosaurs and sci-fi monster adventures,Sci-fi horror aliens and creatures,Disastrous voyages and heroic survival,Terrifying,  haunted,  and supernatural horror,Cannibalism and extreme gory horror",578,jaws,1975
Olivia Wilde,"Thriller,Drama,Mystery","[6169, 17084, 22194, 75939, 85018, 156791, 100168, 90976, 19581, 30956]",tt10731256,123,Don't Worry Darling,https://a.ltrbxd.com/resized/film-poster/5/4/6/3/4/7/546347-don-t-worry-darling-0-230-0-345-crop.jpg?v=f458525152,"Thrillers and murder mysteries,Intense violence and sexual transgression,Film-noir and dark crime dramas,Twisted dark psychological thriller,Gothic and eerie haunting horror,Erotic relationships and desire,Terrifying,  haunted,  and supernatural horror",619730,dont-worry-darling,2022
Paul Thomas Anderson,Drama,"[630, 1668, 1040, 5832, 5929, 28495, 39462, 131539, 119953, 231521]",tt0469494,158,There Will Be Blood,https://a.ltrbxd.com/resized/sm/upload/jg/cd/7y/f5/there%20will%20be%20blood-0-230-0-345-crop.jpg?v=8a533d5350,"Faith and religion,Sins,  forgiveness,  and challenging faith,Faith and spiritual journeys,Surreal and thought-provoking visions of life and death,Politics,  propaganda,  and political documentaries,Historical battles and epic heroism",7345,there-will-be-blood,2007
Destin Daniel Cretton,"Fantasy,Action,Adventure","[3180, 8154, 8029, 33302, 47012, 147666, 161566, 205014, 58793, 75809]",tt9376612,132,Shang-Chi and the Legend of the Ten Rings,https://a.ltrbxd.com/resized/film-poster/4/9/4/9/6/9/494969-shang-chi-and-the-legend-of-the-ten-rings-0-230-0-345-crop.jpg?v=49ce6b6893,"Epic heroes,Martial arts and intense combat,Fantasy adventure,  heroism,  and swordplay,Action comedy and silly heroics,Superheroes in action-packed battles with villains,Fast cars and adrenaline-fueled action",566525,shang-chi-and-the-legend-of-the-ten-rings,2021
Richard Marquand,"Science Fiction,Adventure,Action","[789, 2241, 1619, 10928, 14617, 90890, 115764, 274898, 111526, 171124]",tt0086190,132,Return of the Jedi,https://a.ltrbxd.com/resized/sm/upload/88/lu/ak/8v/5wDrNqePjb5SOucrWQwiFu340vv-0-230-0-345-crop.jpg?v=acc9d9c27b,"Epic heroes,Monsters, aliens, sci-fi and the apocalypse,Epic history and literature,Fantasy adventure,  heroism,  and swordplay,Action-packed space and alien sagas,Imaginative space odysseys and alien encounters,Dinosaurs and sci-fi monster adventures,Superheroes in action-packed battles with villains",1892,return-of-the-jedi,1983
Cate Shortland,"Action,Adventure,Science Fiction","[11292, 27745, 26904, 89437, 93720, 192568, 123019, 120070, 25339, 56275]",tt3480822,134,Black Widow,https://a.ltrbxd.com/resized/film-poster/4/2/7/8/0/7/427807-black-widow-0-230-0-345-crop.jpg?v=691395e563,"High speed and special ops,Epic heroes,War and historical adventure,Explosive and action-packed heroes vs. villains,Martial arts and intense combat,Action comedy and silly heroics,Superheroes in action-packed battles with villains,Bravery in World War II",497698,black-widow-2021,2021
Ryan Fleck,"Science Fiction,Action,Adventure","[24078, 49135, 38945, 127509, 108746, 215628, 109925, 109178, 18902, 42047]",tt4154664,124,Captain Marvel,https://a.ltrbxd.com/resized/film-poster/2/2/6/7/5/0/226750-captain-marvel-0-230-0-345-crop.jpg?v=4be3c0c011,"Epic heroes,Monsters, aliens, sci-fi and the apocalypse,High speed and special ops,Action-packed space and alien sagas,Superheroes in action-packed battles with villains,Explosive and action-packed heroes vs. villains,Imaginative space odysseys and alien encounters,Action comedy and silly heroics",299537,captain-marvel,2019
Roger Allers,"Drama,Family,Animation","[1161, 3032, 1937, 12380, 12236, 80241, 80335, 246891, 111259, 286634]",tt0110357,89,The Lion King,https://a.ltrbxd.com/resized/sm/upload/lz/96/yu/mf/ztuEReeV6ofpU1HxUV9AsR6aLoe-0-230-0-345-crop.jpg?v=47499379fa,"Song and dance,Fairy-tale fantasy and enchanted magic,Heartwarming Christmas and holiday joy,Adorable animals and heartwarming families,Kids' animated fun and adventure,Musicals with dazzling vocal performances",8587,the-lion-king,1994
Alejandro González Iñárritu,"Comedy,Drama","[2840, 8422, 4067, 22424, 17722, 77815, 86925, 213818, 109742, 130387]",tt2562232,120,Birdman or (The Unexpected Virtue of Ignorance),https://a.ltrbxd.com/resized/film-poster/1/3/9/7/9/5/139795-birdman-0-230-0-345-crop.jpg?v=345680513e,"Humanity and the world around us,Relationship comedy,Emotional life of renowned artists,Dreamlike,  quirky,  and surreal storytelling,Powerful stories of heartbreak and illness,Fascinating,  emotional stories and documentaries,Charming romances and delightful chemistry",194662,birdman-or-the-unexpected-virtue-of-ignorance,2014
Chris Columbus,"Adventure,Fantasy","[2193, 6647, 5631, 35566, 44850, 189281, 162122, 210101, 44521, 124780]",tt0295297,161,Harry Potter and the Chamber of Secrets,https://a.ltrbxd.com/resized/sm/upload/rj/yc/zl/ex/g8IQhqYYLERU0UxjVaySP46PFEZ-0-230-0-345-crop.jpg?v=d867145245,"Epic heroes,Fantasy adventure,  heroism,  and swordplay,Fairy-tale fantasy and enchanted magic,Dinosaurs and sci-fi monster adventures,Kids' animated fun and adventure,Student coming-of-age challenges",672,harry-potter-and-the-chamber-of-secrets,2002
Rian Johnson,"Science Fiction,Adventure,Action","[31908, 52231, 33466, 104433, 81385, 183136, 110463, 151567, 47467, 62219]",tt2527336,152,Star Wars: The Last Jedi,https://a.ltrbxd.com/resized/sm/upload/21/h4/fo/18/47zTsc9gkruDmDssiCqyZTxdOla-0-230-0-345-crop.jpg?v=2a45b40d17,"Epic heroes,Monsters, aliens, sci-fi and the apocalypse,War and historical adventure,Action-packed space and alien sagas,Imaginative space odysseys and alien encounters,Fantasy adventure,  heroism,  and swordplay,Bravery in World War II,Dinosaurs and sci-fi monster adventures",181808,star-wars-the-last-jedi,2017
James Gunn,"Comedy,Action,Adventure","[6160, 14712, 9142, 36926, 36555, 121048, 150081, 221626, 77712, 65816]",tt6334354,132,The Suicide Squad,https://a.ltrbxd.com/resized/film-poster/3/6/9/8/3/5/369835-the-suicide-squad-0-230-0-345-crop.jpg?v=8503fd610a,"Epic heroes,Crude humor and satire,Monsters, aliens, sci-fi and the apocalypse,Action comedy and silly heroics,Superheroes in action-packed battles with villains,Martial arts and intense combat,Dinosaurs and sci-fi monster adventures,Cannibalism and extreme gory horror",436969,the-suicide-squad,2021
Alex Garland,"Drama,Science Fiction","[987, 3181, 2269, 14030, 14513, 79690, 104529, 263338, 114254, 115256]",tt0470752,108,Ex Machina,https://a.ltrbxd.com/resized/film-poster/1/8/7/9/8/6/187986-ex-machina-0-230-0-345-crop.jpg?v=2b4212d498,"Monsters, aliens, sci-fi and the apocalypse,Thought-provoking sci-fi action and future technology,Imaginative space odysseys and alien encounters,Action-packed space and alien sagas,Humanity's odyssey: earth and beyond,Surreal and thought-provoking visions of life and death",264660,ex-machina-2015,2014
Richard Linklater,"Romance,Drama","[1073, 2334, 1332, 6330, 6452, 29484, 41088, 127615, 91711, 211875]",tt0112471,101,Before Sunrise,https://a.ltrbxd.com/resized/film-poster/5/1/9/7/4/51974-before-sunrise-0-230-0-345-crop.jpg?v=006e8fedea,"Relationship comedy,Moving relationship stories,Humanity and the world around us,Captivating relationships and charming romance,Charming romances and delightful chemistry,Erotic relationships and desire,Passion and romance,Emotional LGBTQ relationships",76,before-sunrise,1995
Mike Newell,"Fantasy,Adventure","[2154, 5319, 4186, 23985, 31104, 137424, 142179, 247128, 72606, 154910]",tt0330373,157,Harry Potter and the Goblet of Fire,https://a.ltrbxd.com/resized/film-poster/5/1/4/5/0/51450-harry-potter-and-the-goblet-of-fire-0-230-0-345-crop.jpg?v=6b5c9896c9,"Epic heroes,Underdogs and coming of age,Fantasy adventure,  heroism,  and swordplay,Fairy-tale fantasy and enchanted magic,Student coming-of-age challenges,Kids' animated fun and adventure,Shakespearean drama and captivating vision",674,harry-potter-and-the-goblet-of-fire,2005
Park Chan-wook,"Drama,Action,Mystery,Thriller","[1340, 1932, 1384, 5507, 6162, 25784, 41596, 141841, 124815, 197152]",tt0364569,120,Oldboy,https://a.ltrbxd.com/resized/film-poster/5/1/4/5/4/51454-oldboy-0-230-0-345-crop.jpg?v=294dbcadef,"Intense violence and sexual transgression,Brutal revenge and graphic violence,Martial arts and intense combat,Brutal,  violent prison drama,Cannibalism and extreme gory horror,Gothic and eerie haunting horror",670,oldboy,2003
Alfred Hitchcock,"Drama,Thriller,Horror","[434, 940, 682, 4772, 5550, 39699, 50870, 182260, 115311, 205590]",tt0054215,109,Psycho,https://a.ltrbxd.com/resized/film-poster/5/1/5/7/8/51578-psycho-0-230-0-345-crop.jpg?v=7353fb3952,"Horror, the undead and monster classics,Thrillers and murder mysteries,Intense violence and sexual transgression,Gothic and eerie haunting horror,Terrifying,  haunted,  and supernatural horror,Gory,  gruesome,  and slasher horror,Creepy,  chilling,  and terrifying horror,Chilling experiments and classic monster horror",539,psycho,1960
Darren Aronofsky,Drama,"[3667, 7663, 7321, 22505, 27216, 70674, 89924, 148114, 62347, 75485]",tt13833688,116,The Whale,https://a.ltrbxd.com/resized/film-poster/7/0/3/4/7/8/703478-the-whale-0-230-0-345-crop.jpg?v=84e98165fb,"Faith and religion,Moving relationship stories,Sins,  forgiveness,  and challenging faith,Powerful stories of heartbreak and illness,Heartbreaking and moving family drama,Emotional LGBTQ relationships,Emotional and touching family dramas",785084,the-whale-2022,2022
Joss Whedon,"Science Fiction,Action,Adventure","[8458, 23080, 22049, 93236, 99205, 254314, 154515, 151229, 26243, 55755]",tt2395427,141,Avengers: Age of Ultron,https://a.ltrbxd.com/resized/film-poster/8/1/6/0/5/81605-avengers-age-of-ultron-0-230-0-345-crop.jpg?v=d315efaff1,"Epic heroes,Monsters, aliens, sci-fi and the apocalypse,High speed and special ops,Superheroes in action-packed battles with villains,Thought-provoking sci-fi action and future technology,Explosive and action-packed heroes vs. villains,Action-packed space and alien sagas,Imaginative space odysseys and alien encounters",99861,avengers-age-of-ultron,2015
Greg Mottola,Comedy,"[2334, 5556, 4226, 19475, 22618, 102533, 125791, 251423, 94940, 159287]",tt0829482,113,Superbad,https://a.ltrbxd.com/resized/film-poster/4/7/7/7/6/47776-superbad-0-230-0-345-crop.jpg?v=b43686efcb,"Underdogs and coming of age,Crude humor and satire,Relationship comedy,Teen school antics and laughter,Funny jokes and crude humor,Hilarious comedy with catchy tunes,Gags,  jokes,  and slapstick humor,Laugh-out-loud relationship entanglements",8363,superbad,2007
Christopher Nolan,"Drama,Mystery,Science Fiction","[708, 1867, 1488, 8410, 10173, 51710, 77883, 220693, 148657, 177613]",tt0482571,130,The Prestige,https://a.ltrbxd.com/resized/film-poster/5/1/1/4/7/51147-the-prestige-0-230-0-345-crop.jpg?v=ad7e891177,"Thrillers and murder mysteries,Epic history and literature,Shakespearean drama and captivating vision,Film-noir and dark crime dramas,Intriguing and suspenseful murder mysteries,Surreal and thought-provoking visions of life and death,Exciting spy thrillers with tense intrigue",1124,the-prestige,2006
Zach Cregger,"Thriller,Horror,Mystery","[3403, 7575, 6548, 25210, 31369, 101271, 134563, 204688, 58315, 49877]",tt15791034,103,Barbarian,https://a.ltrbxd.com/resized/film-poster/8/1/9/6/4/8/819648-barbarian-0-230-0-345-crop.jpg?v=75b067327a,"Horror, the undead and monster classics,Intense violence and sexual transgression,Monsters, aliens, sci-fi and the apocalypse,Terrifying,  haunted,  and supernatural horror,Gory,  gruesome,  and slasher horror,Gothic and eerie haunting horror,Zombie carnage and survival horror,Creepy,  chilling,  and terrifying horror",913290,barbarian-2022,2022
Bryan Singer,"Music,History,Drama","[9605, 22141, 19741, 64897, 62056, 168946, 136345, 206858, 56245, 125875]",tt1727824,135,Bohemian Rhapsody,https://a.ltrbxd.com/resized/film-poster/3/5/8/2/2/2/358222-bohemian-rhapsody-0-230-0-345-crop.jpg?v=e24822a0b4,"Song and dance,Humanity and the world around us,Legendary musicians and stardom,Emotional life of renowned artists,Musicals with dazzling vocal performances,Dance rhythms and catchy tunes,Emotional LGBTQ relationships",424694,bohemian-rhapsody,2018
Darren Aronofsky,"Crime,Drama","[2409, 4781, 2993, 12778, 12236, 51906, 65870, 184290, 101182, 155589]",tt0180093,102,Requiem for a Dream,https://a.ltrbxd.com/resized/sm/upload/lv/4b/f2/zj/muym4jTjdLx7E6as09d1wlC3sOB-0-230-0-345-crop.jpg?v=b4d5a4aa37,"Intense violence and sexual transgression,Humanity and the world around us,Crime, drugs and gangsters,Drugs and violent crime,Engaging casino gambling drama,Challenging or sexual themes & twists,Powerful stories of heartbreak and illness,Teen relationships and coming-of-age",641,requiem-for-a-dream,2000
Taika Waititi,"Action,Fantasy,Comedy","[25778, 49574, 46771, 124559, 120436, 186213, 102087, 73699, 13418, 19873]",tt10648342,119,Thor: Love and Thunder,https://a.ltrbxd.com/resized/film-poster/5/4/3/0/0/2/543002-thor-love-and-thunder-0-230-0-345-crop.jpg?v=bc6277fe76,"Crude humor and satire,Epic heroes,Action comedy and silly heroics,Funny jokes and crude humor,Western frontier dramas with a touch of humor,Kids' animated fun and adventure,Superheroes in action-packed battles with villains",616037,thor-love-and-thunder,2022
Christopher Nolan,"Drama,Crime,Action","[1021, 3312, 2899, 18576, 24366, 138970, 179937, 315120, 91460, 94666]",tt0372784,140,Batman Begins,https://a.ltrbxd.com/resized/film-poster/5/1/7/8/4/51784-batman-begins-0-230-0-345-crop.jpg?v=f090edc352,"Epic heroes,High speed and special ops,Martial arts and intense combat,Superheroes in action-packed battles with villains,Explosive and action-packed heroes vs. villains,Action comedy and silly heroics,Fantasy adventure,  heroism,  and swordplay",272,batman-begins,2005
Gary Ross,"Adventure,Fantasy,Science Fiction","[2924, 9682, 8144, 41940, 48130, 184068, 163589, 238472, 54942, 127744]",tt1392170,142,The Hunger Games,https://a.ltrbxd.com/resized/sm/upload/x3/tw/wu/z4/vAkjFEm76Lu5hSevquxPgQ91OtI-0-230-0-345-crop.jpg?v=f4bfaf16df,"Epic history and literature,Epic heroes,Thought-provoking sci-fi action and future technology,Historical battles and epic heroism,Martial arts and intense combat,Epic adventure and breathtaking battles,Cannibalism and extreme gory horror",70160,the-hunger-games,2012
Sofia Coppola,"Romance,Drama","[2968, 7481, 5132, 22013, 21501, 78303, 87440, 177231, 73462, 111305]",tt0335266,102,Lost in Translation,https://a.ltrbxd.com/resized/sm/upload/th/b5/6c/gl/5T8VvuFTdaawKLJk34i69Utaw7o-0-230-0-345-crop.jpg?v=ce6ae8e1b4,"Relationship comedy,Moving relationship stories,Emotional and captivating fantasy storytelling,Charming romances and delightful chemistry,Erotic relationships and desire,Tragic sadness and captivating beauty,Captivating relationships and charming romance",153,lost-in-translation,2003
Sam Raimi,"Adventure,Action,Fantasy","[1569, 6014, 4396, 29429, 27094, 130471, 122351, 249986, 112167, 171619]",tt0316654,127,Spider-Man 2,https://a.ltrbxd.com/resized/sm/upload/pq/mi/kb/ck/7JtMVM58MnzxWeyubzLpXBiVnDC-0-230-0-345-crop.jpg?v=c5f2675b28,"Epic heroes,High speed and special ops,Monsters, aliens, sci-fi and the apocalypse,Superheroes in action-packed battles with villains,Action comedy and silly heroics,Explosive and action-packed heroes vs. villains,Martial arts and intense combat,Fantasy adventure,  heroism,  and swordplay",558,spider-man-2,2004
Peter Jackson,"Fantasy,Adventure,Action","[1209, 3321, 1432, 9884, 8595, 53303, 57788, 204567, 144108, 343305]",tt0167261,179,The Lord of the Rings: The Two Towers,https://a.ltrbxd.com/resized/film-poster/5/1/9/2/9/51929-the-lord-of-the-rings-the-two-towers-0-230-0-345-crop.jpg?v=9ef6c09783,"Epic heroes,Epic history and literature,Fantasy adventure,  heroism,  and swordplay,Historical battles and epic heroism,Martial arts and intense combat,Shakespearean drama and captivating vision,Dinosaurs and sci-fi monster adventures",121,the-lord-of-the-rings-the-two-towers,2002
